index,Unnamed: 0,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,sebastian_present,catherine_present,baptist_present,jerome_present,francis_present,magdalene_present,mark_present,lucy_present,evangelist_present
22,,Gift of The Morris and Gwendolyn Cafritz Foundation and Ailsa Mellon Bruce Fund,The Martyrdom and Last Communion of Saint Lucy,https://www.nga.gov/collection/art-object-page.63264.html,"https://media.nga.gov/iiif/4632aa5a-a7f9-4807-9cef-76b7ef661d40/full/!588,600/0/default.jpg",nga_4632aa5a-a7f9-4807-9cef-76b7ef661d40.jpg,"While exposing her breast to the thrust of the dagger that will kill her, Saint Lucy turns her head to accept communion from a priest. This unconventional addition of the sacrament to the scene of Lucy’s martyrdom is a reminder of the Counter-Reformation climate that shadowed Veronese’s career. Twice, the artist had defended himself against allegations of impropriety in his treatment of religious subjects.",1585.0,oil on canvas,False,False,False,False,False,False,False,True,False
139,4114.0,"RENI, Guido",St Francis Consoled by Angelic Music,https://www.wga.hu/html/r/reni/1/francis.html,https://www.wga.hu/detail/r/reni/1/francis.jpg,web_gallery_rreni1francis.jpg,"The use of copper support was popularised in Bologna by the Flemish artist Denys Calvaert, in whose studio had had the opportunity to learn the technique of painting on copper. Reni often returned to the use of a copper support during his career, producing paintings that were particularly suitable for private devotion. In this painting a musician angel appears to St Francis, who is surrounded by the instruments of penitence and meditation, and depicted asleep with his hand resting on a skull. The subject of angelic consolation became popular during the sixteenth century, when a number of Counter-Reformation tracts endorsed the validity of St Francis's mystical experiences.",1601-1650,"Oil on copper, 44 x 43 cm",False,False,False,False,True,False,False,False,False
17,,"s •window: II, line: 17, web: c",Whipping of St. Catherine (detail),https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=8&tx_cvma_archive%5Bimage%5D=5789&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=e302692da40f53c7c9de8229dedca3ae#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/5789.jpg,corpus_5789.jpg,"the warrior saint and archmartyr George (Georgius); possible attributes: banner (red cross on white field), (red) cross, dragon, (white) horse, broken spear, shield (with cross), sword banner, dragon, flag, George (saint), cross, spear, martyr , emergency workers, horse, shield, soldier, red, shatter",1460/70,Transmitted light front single shot,False,True,False,False,False,False,False,False,False
2,,Samuel H. Kress Collection,Saint Lucy and a Donor,https://www.nga.gov/collection/art-object-page.46147.html,"https://media.nga.gov/iiif/432afda0-85e7-45b4-96b4-c0f630746c4a/full/!588,600/0/default.jpg",nga_432afda0-85e7-45b4-96b4-c0f630746c4a.jpg,"In her left hand, Saint Lucy holds a martyr’s palm, signifying the victory of spirit over flesh, as well as a single eye on a rod. This latter attribute refers to a legend about the saint, which told of how she plucked out her eyes because their beauty had attracted an unwelcome suitor, but God then restored them as a reward for her virtue and courage. Lucy consequently became a patron saint of sufferers from eye disease.",1583.0,oil on canvas,False,False,False,False,False,False,False,True,False
118,1529.0,"FRANCÉS, Nicolás",Scenes from the Life of St Francis,https://www.wga.hu/html/f/frances/s_franci.html,https://www.wga.hu/detail/f/frances/s_franci.jpg,web_gallery_ffrancess_franci.jpg,"The panel is the left wing of an altarpiece from the Chapel of La Esteva de Las Delicias in La Bañeza, Leon.",1401-1450,"Panel, 360 x 186 cm",False,False,False,False,True,False,False,False,False
70,2156.0,"GOZZOLI, Benozzo","Scenes from the Life of St Francis (Scene 10, north wall)",https://www.wga.hu/html/g/gozzoli/2montefa/10scene.html,https://www.wga.hu/detail/g/gozzoli/2montefa/10scene.jpg,web_gallery_ggozzoli2montefa10scene.jpg,"Benozzo connects the Trial by Fire before the Sultan with another event. The dancing girl from the ""Fioretti,"" who is shown here between the two main figures in the scene, has been ordered by the Sultan to attempt to seduce the saint, and she later converts. She is used to loosen up the otherwise rather stiff composition, but at the same time also creates a link as regards content between the two groups.",1451-1500,"Fresco, 270 x 220 cm",False,False,False,False,True,False,False,False,False
53,4231.0,"ROSI, Alessandro",Ecstasy of St Mary Magdalene de' Pazzi,https://www.wga.hu/html/r/rosi/ecstasy1.html,https://www.wga.hu/detail/r/rosi/ecstasy1.jpg,web_gallery_rrosiecstasy1.jpg,,1651-1700,"Oil on canvas, 120 x 102 cm",False,False,False,False,False,True,False,False,False
33,4366.0,SANO di Pietro,Scenes from the Life of St Jerome,https://www.wga.hu/html/s/sano/scene1.html,https://www.wga.hu/detail/s/sano/scene1.jpg,web_gallery_ssanoscene1.jpg,"Sano di Pietro followed the manner of his master, Sassetta. The predella of his altarpiece painted for the Jesuit convent of San Girolamo in Siena depicts scenes from the life of St Jerome. This altarpiece is Sano di Pietro's first known work.",1401-1450,"Wood, 23 x 35 cm",False,False,False,True,False,False,False,False,False
62,5591.0,Tommaso Manzuoli,Madonna and Child with the Infant Saint John the Baptist,https://www.artic.edu/artworks/96172/madonna-and-child-with-the-infant-saint-john-the-baptist,"https://www.artic.edu/iiif/2/c7a6e7fa-9843-e53c-6c2a-f5b70b920889/full/600,/0/default.jpg",chicago_art_gallery_c7a6e7fa-9843-e53c-6c2a-f5b70b920889.jpg,"Suzanne Folds McCullagh and Laura M. Giles, Italian Drawings before 1600 in The Art Institute of Chicago:  A Catalogue of the Collection (Chicago, 1997), pp. 348 and 350, no. 531 (ill.).",Artist's working dates 1551–1571,"Black chalk on cream laid paper, laid down on ivory laid card",False,False,True,False,False,False,False,False,False
58,,Andrew W. Mellon Collection,"The Crucifixion with the Virgin, Saint John, Saint Jerome, and Saint Mary Magdalene [left panel]",https://www.nga.gov/collection/art-object-page.29.html,"https://media.nga.gov/iiif/b43e331e-ede9-44ca-a276-0b8806630fbd/full/!588,600/0/default.jpg",nga_b43e331e-ede9-44ca-a276-0b8806630fbd.jpg,"Pietro Vannucci, called Perugino after the city in which he often lived, collaborated
 with other celebrated painters in one of the most prestigious commissions of the
 late fifteenth century -- the decoration of the walls of the Sistine Chapel in 1481-1482.
 He headed active workshops in Perugia and Florence, where he would eventually be
 overshadowed by his greatest pupil, Raphael.",1482.0,oil on panel transferred to canvas,False,False,False,False,False,True,False,False,False
56,,"n •window: II,line: 5,lane: b",Hl. Johannes Evangelist,https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=18&tx_cvma_archive%5Bimage%5D=249&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=ba631a1783d065cc7aa4fef86d284a19#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/249.jpg,corpus_249.jpg,"Agnes of Rome, virgin martyr; possible attributes: lamb, ring Agnes of Rome (saint), virgin, lamb, martyr, ring",a 1412,Transmitted light front single shot,False,False,False,False,False,False,False,False,True
31,809.0,CARAVAGGIO,St Jerome (detail),https://www.wga.hu/html/c/caravagg/07/44jeromx.html,https://www.wga.hu/detail/c/caravagg/07/44jeromx.jpg,web_gallery_ccaravagg0744jeromx.jpg,,1551-1600,Oil on canvas,False,False,False,True,False,False,False,False,False
9,5976.0,Girolamo Scarselli,Saint John the Evangelist,https://www.artic.edu/artworks/79/saint-john-the-evangelist,"https://www.artic.edu/iiif/2/ff2413da-fe57-c682-b9c4-b7eda5b8cede/full/600,/0/default.jpg",chicago_art_gallery_ff2413da-fe57-c682-b9c4-b7eda5b8cede.jpg,"Object information is a work in progress and may be updated as new research findings emerge. To help improve this record, please email . Information about image downloads and licensing is available here.",Artist's working dates 1665–1670,Etching on paper,False,False,False,False,False,False,False,False,True
23,422.0,,Heraldic Roundel with Saints John the Evangelist and Christina Object Page,https://www.metmuseum.org/art/collection/search/475652?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=80&amp;rpp=40&amp;pos=98,https://images.metmuseum.org/CRDImages/cl/original/DP105499.jpg,met_gallery_DP105499.jpg,,,"colorless glass, silver stain, and vitreous paint",False,False,False,False,False,False,False,False,True
147,4027.0,RAFFAELLO Sanzio,St Sebastian (detail),https://www.wga.hu/html/r/raphael/1early/01sebasx.html,https://www.wga.hu/detail/r/raphael/1early/01sebasx.jpg,web_gallery_rraphael1early01sebasx.jpg,,1501-1550,Oil on wood,True,False,False,False,False,False,False,False,False
119,,Samuel H. Kress Collection,Saint John the Evangelist on Patmos,https://www.nga.gov/collection/art-object-page.43725.html,"https://media.nga.gov/iiif/71e09ac6-9143-49fe-b25b-bb4bf5b56dfc/full/!588,600/0/default.jpg",nga_71e09ac6-9143-49fe-b25b-bb4bf5b56dfc.jpg,"According to legend, John the Evangelist was exiled by the emperor Domitian to the Greek island of Patmos, where he wrote the Book of Revelation. Titian shows the saint as if on the peak of a mountain, reacting in awe and astonishment to the voice of God (“I heard behind me a great voice, as of a trumpet. . . . And I turned to see the voice that spake with me”; Revelation 1:10–12). He then saw a vision of God, who instructed him to record what was to be revealed to him.",1548.0,oil on canvas,False,False,False,False,False,False,False,False,True
81,1388.0,"DÜRER, Albrecht",Portrait of St Sebastian with an Arrow,https://www.wga.hu/html/d/durer/1/02/13sebast.html,https://www.wga.hu/detail/d/durer/1/02/13sebast.jpg,web_gallery_ddurer10213sebast.jpg,"This primitive portrait has been partially repainted and transformed into a Saint Sebastian with a large halo. Originally, the man wore a beret and held a broken arrow in his left hand, which rests on the window sill, as you can still see today. In the whole painting, only the landscape passage with the lake and the castle in front of the mountains have remained in its original state. The arrow is a fairly rare attribute for a portrait, although, in this case, it could become credible if Sebastian Imhoff were the person portrayed, as Thode had previously proposed when the painting was first published in 1893. Sebastian Imhoff was elected to the position of consul of the Fondaco dei Tedeschi in Venice in 1493.",1501-1550,"Oil on panel, 52 x 40 cm",True,False,False,False,False,False,False,False,False
93,481.0,BICCI DI NERI,Sts Sebastian and Apollonia,https://www.wga.hu/html/b/bicci/neri/sebastia.html,https://www.wga.hu/detail/b/bicci/neri/sebastia.jpg,web_gallery_bbiccinerisebastia.jpg,"These paintings once formed the right and left wings of an integral panel depicting the Meeting of Saints Zenobius and Ambrose. The artist received a private commission in 1457 to paint an altarpiece depicting the meeting of these two bishop saints standing between the figures of Saints Sebastian and Apollonia. The central section depicting Sts Zenobius and Ambrose is now in the Grand Rapids Museum, Grand Rapids, Michigan.",1451-1500,"Tempera on panel, 112 x 40 cm (each)",True,False,False,False,False,False,False,False,False
124,2752.0,"LORENZETTI, Pietro",Stigmata of St Francis (detail),https://www.wga.hu/html/l/lorenzet/pietro/1/3arch/7stigma1.html,https://www.wga.hu/detail/l/lorenzet/pietro/1/3arch/7stigma1.jpg,web_gallery_llorenzetpietro13arch7stigma1.jpg,,1301-1350,Fresco,False,False,False,False,True,False,False,False,False
122,5158.0,"VERONESE, Paolo",St Sebastian,https://www.wga.hu/html/v/veronese/02a/2nave/2wall4.html,https://www.wga.hu/detail/v/veronese/02a/2nave/2wall4.jpg,web_gallery_vveronese02a2nave2wall4.jpg,This fresco is part of the decoration of the upper part of the nave in the church of San Sebastiano.,1551-1600,"Fresco, 270 x 130 cm",True,False,False,False,False,False,False,False,False
11,226.0,"ANTOLINEZ, José",Martyrdom of St. Sebastian,https://www.wga.hu/html/a/antoline/jose/martyrdo.html,https://www.wga.hu/detail/a/antoline/jose/martyrdo.jpg,web_gallery_aantolinejosemartyrdo.jpg,,1651-1700,Oil on canvas,True,False,False,False,False,False,False,False,False
1,317.0,Lorenzo Monaco (Piero di Giovanni),The Crucified Christ between the Virgin and Saint John the Evangelist Object Page,https://www.metmuseum.org/art/collection/search/459008?what=Tempera&amp;showOnly=openAccess&amp;ft=saints&amp;offset=40&amp;rpp=40&amp;pos=60,https://images.metmuseum.org/CRDImages/rl/original/DT3047.jpg,met_gallery_DT3047.jpg,"Lorenzo Monaco, the leading painter in Florence during the early fifteenth century, was equally gifted as an illuminator of books, a painter of frescoes, altarpieces and devotional paintings. This panel likely formed the central pinnacle of a multi-tiered altarpiece, perhaps that portraying the Madonna and Child with Saints Domninus, John the Baptist, Peter, and Anthony Abbot (Museo Diocesano, Empoli). In depicting the Crucifixion, the artist has excluded the numerous figures traditionally incorporated into the narrative, such as the crowds of soldiers, the mourning Holy Women, and the Thieves, thereby reducing the composition to include only the Virgin and Saint John. Contemplating Christ’s sacrifice, they are portrayed seated on the ground, for compositional or dramatic effect. Their relatively large size compared to the figure of Christ may relate to their roles as intercessors for the viewer, emphasizing the devotional aspect of the work.",,"Tempera on wood, gold ground",False,False,False,False,False,False,False,False,True
120,,"s •window: II, line: 11, lane: b",St. Catherine intercedes before the Emperor against idolatry (detail),https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=9&tx_cvma_archive%5Bimage%5D=5775&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=745e3e4f5c133cf5d2fdc8f2ba7856b6#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/5775.jpg,corpus_5775.jpg,"Mary intercedes (with Christ), Mary Mediatrix (sometimes shows her breasts) (+ God the Father) breast, bosom, Christ, intercedes, Mary Mediatrix, shows",1460/70,Transmitted light front single shot,False,True,False,False,False,False,False,False,False
138,,Gift of W.G. Russell Allen,Saint John the Evangelist,https://www.nga.gov/collection/art-object-page.633.html,"https://media.nga.gov/iiif/4b0b3baa-7250-420d-be29-a97973546ce6/full/!588,600/0/default.jpg",nga_4b0b3baa-7250-420d-be29-a97973546ce6.jpg,,1480.0,engraving,False,False,False,False,False,False,False,False,True
25,3990.0,"PROCACCINI, Giulio Cesare",The Martyrdom of St Sebastian,https://www.wga.hu/html/p/procacci/giulio/sebastit.html,https://www.wga.hu/detail/p/procacci/giulio/sebastit.jpg,web_gallery_pprocaccigiuliosebastit.jpg,,1601-1650,Oil on canvas,True,False,False,False,False,False,False,False,False
15,3915.0,"POLLAIUOLO, Antonio del",Martyrdom of St Sebastian,https://www.wga.hu/html/p/pollaiol/antonio/painting/martyrdo.html,https://www.wga.hu/detail/p/pollaiol/antonio/painting/martyrdo.jpg,web_gallery_ppollaiolantoniopaintingmartyrdo.jpg,"This painting was made for the Pucci Chapel in the Santissima Annunziata in Florence. It is approximately contemporary with Verrocchio's Baptism of Christ, with which it shares stylistic features. It is among the outstanding paintings of the entire Quattrocento. The physically convincing foreground figures, the decisive fashion in which they plant their feet on the ground, their sturdy bodies, massive forearms and hands, and the muscles under energetic stress are typical of Antonio, as is the carefully studied anatomical structure with the bodies shown in frozen action. Antonio is an enthusiastic observer of ancient art, as evidenced by his frequent utilization of figural poses and types borrowed from classical sculpture.",1451-1500,"Panel, 292 x 2023 cm",True,False,False,False,False,False,False,False,False
127,2861.0,"LOTTO, Lorenzo","Sts Christopher, Roch, and Sebastian",https://www.wga.hu/html/l/lotto/5/07loreto.html,https://www.wga.hu/detail/l/lotto/5/07loreto.jpg,web_gallery_llotto507loreto.jpg,"This painting, the first work Lotto painted for the basilica of Loreto, is one of the several altarpieces that he executed in the Marches in the 1530s. It depicts an unusually dramatic group of saints, in which a colossal St Christopher dwarfs his two companions. The three represented saints have intimate connections with the cult of the Madonna of Loreto, one of whose principal roles was as a protector against the plague, and with the shrine of the Holy House as a goal for pilgrims in search of a miraculous cure from disease.",1501-1550,"Oil on canvas, 275 x 232 cm",True,False,False,False,False,False,False,False,False
133,2938.0,"MANSUETI, Giovanni",St Jerome in the Desert (detail),https://www.wga.hu/html/m/mansueti/sjerome1.html,https://www.wga.hu/detail/m/mansueti/sjerome1.jpg,web_gallery_mmansuetisjerome1.jpg,,1501-1550,Oil on panel,False,False,False,True,False,False,False,False,False
1,,Rosenwald Collection,Saint Mark,https://www.nga.gov/collection/art-object-page.34648.html,"https://media.nga.gov/iiif/71d7eec5-6f34-4e19-a8d2-b6a3e951efe9/full/!588,600/0/default.jpg",nga_71d7eec5-6f34-4e19-a8d2-b6a3e951efe9.jpg,,1425.0,tempera and gold leaf on vellum,False,False,False,False,False,False,True,False,False
3,2628.0,"LIPPI, Filippino",The Marriage of St Catherine,https://www.wga.hu/html/l/lippi/flippino/2/8cather.html,https://www.wga.hu/detail/l/lippi/flippino/2/8cather.jpg,web_gallery_llippiflippino28cather.jpg,,1451-1500,Panel,False,True,False,False,False,False,False,False,False
19,,Rosenwald Collection,Saint Sebastian Bound to the Column,https://www.nga.gov/collection/art-object-page.6594.html,"https://media.nga.gov/iiif/ad1c5cd1-d977-40b4-96c9-9d7b1edc08b5/full/!588,600/0/default.jpg",nga_ad1c5cd1-d977-40b4-96c9-9d7b1edc08b5.jpg,,1498.0,engraving,True,False,False,False,False,False,False,False,False
100,1219.0,"CRESPI, Giuseppe Maria",St John the Evangelist on the Island of Patmos,https://www.wga.hu/html/c/crespi/giuseppe/evangeli.html,https://www.wga.hu/detail/c/crespi/giuseppe/evangeli.jpg,web_gallery_ccrespigiuseppeevangeli.jpg,Traces of the eccentric and highly personal style for which Crespi is widely known and admired are evident in this painting.,1701-1750,"Oil on canvas, 76 x 96 cm",False,False,False,False,False,False,False,False,True
103,,"S •window: V, line: 4-5, web: a",Consecration of John the Evangelist as Bishop of Ephesus with donors,https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=38&tx_cvma_archive%5Bimage%5D=1103&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=669c60bee178de87ade0880f8f24be67#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/1103.jpg,corpus_1103.jpg,"male saint (with NAME) - Portrait of a male saint Portrait, portrait",1512/13,,False,False,False,False,False,False,False,False,True
119,5748.0,"Crispin de Passe, III","Saints Clement, Sebastian, Bruno, Francis of Paula, Anthony of Padua Worshipping Garment of the Virgin",https://www.artic.edu/artworks/83970/saints-clement-sebastian-bruno-francis-of-paula-anthony-of-padua-worshipping-garment-of-the-virgin,"https://www.artic.edu/iiif/2/60f54e34-7b56-8731-f0a4-432205fbbf70/full/600,/0/default.jpg",chicago_art_gallery_60f54e34-7b56-8731-f0a4-432205fbbf70.jpg,"Object information is a work in progress and may be updated as new research findings emerge. To help improve this record, please email . Information about image downloads and licensing is available here.",Artist's working dates 1663–1680,"Brush and gray wash, with graphite, on ivory laid paper",False,False,False,False,True,False,False,False,False
43,252.0,,Saint Mary Magdalene Object Page,https://www.metmuseum.org/art/collection/search/471030?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=120&amp;rpp=40&amp;pos=122,https://images.metmuseum.org/CRDImages/cl/original/cdi28-107-2.jpg,met_gallery_cdi28-107-2.jpg,"Represented at the left is the prophet Isaiah (YSAIAS) holding a scroll inscribed: ECCE VIRGO—the first words of his prophecy, “Behold, a virgin shall conceive, and bear a son” (Isaiah 7:14). At the right is Saint Mary Magdalene holding her attribute, the alabaster jar containing the ointment with which she anointed the body of Jesus. The inscription reads: M[ARIA SOROR] MARTH[HA]E (Mary, sister of Martha). Grisaille windows with figural glass in the central zones, known as band windows, were common in French glazing programs of the fourteenth century. Here, the grisaille panels are unrelated to the figures, and whether they were ever in such a window is unknown.",,"Pot-metal glass, colorless glass, and vitreous paint",False,False,False,False,False,True,False,False,False
23,277.0,"BAGLIONE, Giovanni",St Sebastian Succoured by the Angels,https://www.wga.hu/html/b/baglione/sebastix.html,https://www.wga.hu/detail/b/baglione/sebastix.jpg,web_gallery_bbaglionesebastix.jpg,,1601-1650,"Oil on canvas, 129 x 98 cm",True,False,False,False,False,False,False,False,False
48,4261.0,"RUBENS, Peter Paul",St Sebastian,https://www.wga.hu/html/r/rubens/10religi/13religi.html,https://www.wga.hu/detail/r/rubens/10religi/13religi.jpg,web_gallery_rrubens10religi13religi.jpg,"After Sebastian had survived execution by bowmen and protested publicly against the persecution of the Christians, the Roman Emperor had him slain. The miraculous deliverance of the saint, transfixed by arrows, was regarded even in early times as a parallel to the resurrection of Christ. The figure of the martyr as portrayed by Rubens is also intended to recall the Crucifixion. Bound to a tree, his eyes turned upwards to heaven, he seems only slightly affected by the bleeding wounds. The way in which the bound man twists his body may be taken as a sign of pain but this does not lessen its beauty, which is that of a hero of antiquity.",1601-1650,"Oil on canvas, 200 x 120 cm",True,False,False,False,False,False,False,False,False
22,1356.0,"DOUVEN, Frans Bartholomeus",Penitent Magdalene,https://www.wga.hu/html/d/douven/frans/magdalen.html,https://www.wga.hu/detail/d/douven/frans/magdalen.jpg,web_gallery_ddouvenfransmagdalen.jpg,,1701-1750,"Oil on panel, 39 x 48 cm",False,False,False,False,False,True,False,False,False
127,708.0,"BURGKMAIR, Hans","Crucifix with Mary, Mary Magdalen and St John the Evangelist",https://www.wga.hu/html/b/burgkmai/crucifix.html,https://www.wga.hu/detail/b/burgkmai/crucifix.jpg,web_gallery_bburgkmaicrucifix.jpg,"The painting is the central panel of the Calvary Triptych, the side wings representing St Sigismund and St George, respectively.",1501-1550,"Oil on wood, 179 x 166 cm",False,False,False,False,False,False,False,False,True
95,829.0,CARAVAGGIO,Salome with the Head of the Baptist,https://www.wga.hu/html/c/caravagg/11/69salome.html,https://www.wga.hu/detail/c/caravagg/11/69salome.jpg,web_gallery_ccaravagg1169salome.jpg,"This painting (which was earlier in the Casita del Principe, Escorial) was executed by Caravaggio to send to the Grand Master of Malta to appease him. It essentially follows the earlier version, today in London. The only slight change is in the pose of the executioner. And yet the two works are very obviously different. This later version rises out of an abyss of shadow. The executioner thoughtfully observes the result of his work, instead of lifting up the Baptist's head with certainty.",1551-1600,"Oil on canvas, 116 x 140 cm",False,False,True,False,False,False,False,False,False
126,3529.0,NARDO DI CIONE,Madonna and Child with Sts Peter and John the Evangelist,https://www.wga.hu/html/n/nardo/various/triptych.html,https://www.wga.hu/detail/n/nardo/various/triptych.jpg,web_gallery_nnardovarioustriptych.jpg,"This small triptych was made by one of the most sought-after artists in Florence: Nardo di Cione. It must have been a prized possession. The triptych was made to be used by its owner in private devotion, at home or even away: its size and folding wings made it portable. Because the wings, which close like shutters over the Madonna and Child, with the Man of Sorrows, protected the painted surfaces, Nardo's artistry has survived in excellent condition. We are able to appreciate to an unusual degree the lyrical delicacy of his style and the gemlike quality of his colours. Nardo's Virgin, despite her soft expression, appears removed from human concerns. Bright, artificial colours separate her from the real world, and the stiff saints on either side underscore her hierarchical importance.",1351-1400,"Tempera on panel, 76 x 66 cm",False,False,False,False,False,False,False,False,True
136,3069.0,"MASSYS, Quentin",John the Baptist and St Agnes,https://www.wga.hu/html/m/massys/quentin/2/john_bap.html,https://www.wga.hu/detail/m/massys/quentin/2/john_bap.jpg,web_gallery_mmassysquentin2john_bap.jpg,"The wings, which show Sts Lawrence and Dorothy on their exterior, were once part of a devotional triptych. The centre is supposed to have been a Virgin and Child crowned by angels.",1451-1500,"Oil on oak, 48 x 13,3 cm (each)",False,False,True,False,False,False,False,False,False
77,2405.0,"HERRERA, Francisco de, the Elder",St Catherine Appearing to the Prisoners,https://www.wga.hu/html/h/herrera/franci_e/catherin.html,https://www.wga.hu/detail/h/herrera/franci_e/catherin.jpg,web_gallery_hherrerafranci_ecatherin.jpg,"An important member of the school of Seville was Francisco de Herrera the Elder, whose violent technique was more daring than anything achieved by his colleagues. He excelled in depicting character. Typical of Herrera's work are the series of scenes from the life of St. Bonaventure (now owned by the Prado Museum and Bob Jones University, Greenville, South Carolina) painted in 1628, and the Apotheosis of St. Hermengild, in the Seville  Museum.",1601-1650,Oil on canvas,False,True,False,False,False,False,False,False,False
27,109.0,"ANGELICO, Fra",St Peter Preaching in the Presence of St Mark,https://www.wga.hu/html/a/angelico/02/predel1.html,https://www.wga.hu/detail/a/angelico/02/predel1.jpg,web_gallery_aangelico02predel1.jpg,This panel is one of the three (at left) forming the predella of the Linaioli Altarpiece.,1401-1450,"Tempera on panel, 39 x 56 cm",False,False,False,False,False,False,True,False,False
112,1400.0,"DÜRER, Albrecht",St Jerome,https://www.wga.hu/html/d/durer/1/09/8jerome.html,https://www.wga.hu/detail/d/durer/1/09/8jerome.jpg,web_gallery_ddurer1098jerome.jpg,Dürer painted St Jerome in Antwerp in March 1521 and presented the panel to his friend Rodrigo Fernandez d'Almada. He wrote in his diary: `I painted a Jerome carefully in oils and gave it to Rodrigo of Portugal.' The panel was displayed in the merchant's private chapel in Antwerp and was later taken back to Portugal. It is the only religious picture that Dürer painted in the Netherlands.,1501-1550,"Oil on panel, 60 x 48 cm",False,False,False,True,False,False,False,False,False
81,2597.0,"LIBERI, Pietro",Crucifixion and the Magdalene,https://www.wga.hu/html/l/liberi/pietro/crucifix.html,https://www.wga.hu/detail/l/liberi/pietro/crucifix.jpg,web_gallery_lliberipietrocrucifix.jpg,The painting is above the altar of the Chapel of the Blessed Giacomo Salomoni in the Basilica. The glass urn below contains the mortal remains of the Dominican to whom the chapel is dedicated.,1601-1650,Oil on canvas,False,False,False,False,False,True,False,False,False
137,2850.0,"LOTTO, Lorenzo",St Nicholas in Glory with Sts John the Baptist and Lucy (detail),https://www.wga.hu/html/l/lotto/4/09nicho1.html,https://www.wga.hu/detail/l/lotto/4/09nicho1.jpg,web_gallery_llotto409nicho1.jpg,The bird's-eye view of the landscape is remarkable.,1501-1550,Oil on canvas,False,False,True,False,False,False,False,True,False
120,4654.0,"TENIERS, David the Younger",St Jerome (detail),https://www.wga.hu/html/t/teniers/jan2/2/sjerome1.html,https://www.wga.hu/detail/t/teniers/jan2/2/sjerome1.jpg,web_gallery_tteniersjan22sjerome1.jpg,"The objects lying on the altar are an hourglass and a skull, symbols of vanity, and also a crucifix.",1651-1700,Oil on panel,False,False,False,True,False,False,False,False,False
90,4326.0,"SALIMBENI, Lorenzo",Scenes from the life of John the Baptist,https://www.wga.hu/html/s/salimbe/oratory/orator07.html,https://www.wga.hu/detail/s/salimbe/oratory/orator07.jpg,web_gallery_ssalimbeoratoryorator07.jpg,The picture shows four scenes from the upper register of the west wall: Annunciation to Zacharias; Zacharias Noting Down the Angel's Message; The Visitation; and The Meeting of Mary and Zacharias.,1401-1450,Fresco,False,False,True,False,False,False,False,False,False
143,1603.0,"GADDI, Taddeo",Assumption of St John the Evangelist,https://www.wga.hu/html/g/gaddi/taddeo/panels/panel1.html,https://www.wga.hu/detail/g/gaddi/taddeo/panels/panel1.jpg,web_gallery_ggadditaddeopanelspanel1.jpg,"Two panels in the Cini Collection, the Assumption of St John the Evangelist, and St John the Evangelist Drinking from the Poisoned Cup, portrays episodes from the life of the saint taken from the apocryphal Act of John the Evangelist, later reproduced in the Legenda Aurea. The panels must have been part of a predella, possibly from the polyptych in the church of San Giovanni Fuorcivitas in Pistoia, executed between 1348 and 1353.",1301-1350,"Panel, 33 x 36 cm",False,False,False,False,False,False,False,False,True
18,2219.0,"GRECO, El",St Sebastian,https://www.wga.hu/html/g/greco_el/06/0605grec.html,https://www.wga.hu/detail/g/greco_el/06/0605grec.jpg,web_gallery_ggreco_el060605grec.jpg,"The St Sebastian is El Greco's first life-size male nude, and it is one of the key works of the artist's first years in Spain.",1551-1600,"Oil on canvas, 191 x 152 cm",True,False,False,False,False,False,False,False,False
81,818.0,CARAVAGGIO,St Jerome,https://www.wga.hu/html/c/caravagg/10/59jerome.html,https://www.wga.hu/detail/c/caravagg/10/59jerome.jpg,web_gallery_ccaravagg1059jerome.jpg,"This picture of the holy scholar was made for Ippolito Malaspina, a Maltese knight whose coat of arms is on the wooden panel to the right. He was connected by marriage to Caravaggio's patron Ottavio Costa and was a confidant of the Grand Master, who may have been used as the model for the saint (similarly Van Dyck was to use the sister of the Queen of England as model for the Madonna). The saint does indeed look like the knight in a recently discovered portrait by Caravaggio, who has been identified by some as Wignacourt himself.",1551-1600,"Oil on canvas, 117 x 157 cm",False,False,False,True,False,False,False,False,False
